RMS_X,RMS_Y,RMS_Z,PP_X,PP_Y,PP_Z,KURTOSIS_X,KURTOSIS_Y,KURTOSIS_Z,F1_X,F1_Y,F1_Z,M1_X,M1_Y,M1_Z,F2_X,F2_Y,F2_Z,M2_X,M2_Y,M2_Z,F3_X,F3_Y,F3_Z,M3_X,M3_Y,M3_Z,F4_X,F4_Y,F4_Z,M4_X,M4_Y,M4_Z,F5_X,F5_Y,F5_Z,M5_X,M5_Y,M5_Z,F6_X,F6_Y,F6_Z,M6_X,M6_Y,M6_Z,F7_X,F7_Y,F7_Z,M7_X,M7_Y,M7_Z,F8_X,F8_Y,F8_Z,M8_X,M8_Y,M8_Z,Label
0.73,1.3,2.86,4.52,8.23,11.68,-0.05,-0.29,-1.24,318,119,28,-5.87,-7.6,1.91,322,133,57,-7.12,-13.11,-18.07,345,21,119,-9.57,-16.06,-20.04,347,28,144,-10.08,-16.06,-20.21,351,57,133,-10.41,-17.63,-23.69,118,128,402,-11.6,-20.95,-24.18,294,141,328,-13.4,-21.41,-25.92,357,144,48,-13.87,-22.34,-25.94,5
1.59,1.06,3.1,6.82,5.53,11.66,-1.15,-0.55,-1.31,28,119,28,-3.41,-11.09,2.88,57,57,57,-16.47,-14.63,-15.83,318,132,299,-21.64,-15.18,-21.96,47,136,132,-22.95,-17.67,-24.49,321,21,119,-23.01,-21.97,-24.51,119,143,385,-26.57,-22.91,-24.63,328,28,143,-27.68,-24.21,-25.11,347,127,405,-28.57,-25.66,-25.11,5
0.74,1.15,3.07,4.72,6.03,11.75,0.07,-0.6,-1.29,318,119,28,-4.12,-8.63,2.53,321,57,57,-7.23,-18.03,-14.8,119,127,119,-8.33,-18.46,-21.61,345,28,23,-8.42,-18.5,-23.98,350,132,141,-11.25,-19.22,-24.01,328,141,86,-11.76,-20.75,-24.96,132,144,299,-11.88,-22.85,-25,287,148,35,-14.76,-23.26,-26,5
1.59,1.12,3.11,6.76,6.77,12.32,-1.01,-0.3,-1.29,28,119,28,-3.85,-9.13,2.92,57,57,57,-16.05,-18.93,-17.32,318,132,23,-22.87,-19.44,-17.72,119,145,119,-25.16,-19.5,-23.18,47,28,35,-25.58,-20.04,-24.7,350,21,405,-25.87,-22.03,-24.91,38,39,132,-26.21,-23.79,-25.91,345,47,300,-26.85,-24.98,-25.98,5
0.74,1.15,3.09,4.98,7.27,12.22,0.2,-0.15,-1.25,318,119,28,-3.83,-9.13,2.77,321,139,57,-8.14,-15.67,-15.68,119,143,143,-10.71,-16.59,-20.67,343,57,119,-11.08,-16.9,-21.37,347,28,299,-12.77,-19.16,-23.07,357,127,139,-13.22,-19.69,-23.38,350,21,294,-13.38,-21.18,-24.71,144,133,148,-13.53,-22.24,-24.82,5
0.73,1.32,2.93,5.31,7.06,12.53,0.26,-0.6,-1.09,318,119,28,-8.16,-8.52,1.82,119,28,57,-8.16,-13.93,-17.83,328,21,141,-11.25,-15.01,-20.71,290,57,147,-12.55,-15.49,-21.37,351,135,119,-13.77,-16.49,-22.48,124,147,131,-13.92,-17.96,-23.95,342,141,299,-14.28,-18.2,-24.11,357,137,405,-14.92,-21.29,-25.26,5
1.59,1.02,3.02,7.36,5.27,13,-0.95,-0.59,-1.24,28,119,28,-3.73,-10.92,2.28,57,148,57,-15.91,-16.95,-16.32,119,21,147,-25.63,-17.18,-20.61,318,57,328,-25.71,-17.23,-24.36,322,132,357,-26.25,-18.9,-24.94,357,136,119,-26.52,-20.65,-25.27,328,28,36,-26.81,-20.68,-25.28,345,52,52,-27.02,-22.64,-25.49,5
0.72,1.24,3.01,4.78,7.15,11.73,-0.05,-0.43,-1.29,318,119,28,-3.58,-8.89,2.51,119,21,57,-10.49,-14.59,-16.24,347,133,119,-11.94,-15.12,-21.53,290,57,144,-12.34,-15.29,-22.75,333,144,21,-13.91,-15.51,-23.71,294,28,86,-14.83,-17.81,-23.98,297,139,299,-14.87,-19.27,-24.24,325,126,385,-15.05,-23.03,-24.75,5
0.77,1.13,3.09,5.41,6.17,13.85,0.75,-0.51,-1.14,318,119,28,-5.2,-9.89,2.85,321,132,21,-8.51,-16.13,-18.15,119,57,57,-8.9,-17.75,-19.92,347,148,119,-9.53,-20.1,-22.58,329,129,23,-11.07,-20.39,-22.77,292,139,299,-11.8,-21.03,-23.07,336,28,35,-11.93,-22.66,-23.64,124,141,148,-12.22,-22.68,-24.13,5
0.75,1.15,3.2,5.19,6.58,11.44,0.17,-0.47,-1.3,318,119,28,-5.62,-9.64,3.18,321,129,57,-7.17,-14.27,-16.66,345,57,119,-9.38,-15.75,-22.67,119,139,129,-9.59,-18.86,-23.13,350,21,328,-12.55,-19.05,-23.64,325,143,141,-13.05,-19.79,-24.01,334,28,86,-14.03,-23.05,-24.95,292,148,139,-14.36,-23.63,-25.03,5
1.48,1.25,2.92,7.22,6.2,11.84,-1.03,-0.66,-1.26,28,119,28,-4.44,-7.8,2,57,57,57,-15.98,-13.76,-14.76,318,28,119,-22.85,-17.88,-20.43,119,131,299,-23.99,-18.2,-23.07,321,137,34,-24.21,-20.84,-24.46,328,23,24,-26.33,-23.74,-25.24,350,148,144,-27.81,-25.08,-25.57,290,141,22,-28.07,-25.33,-25.63,5
1.49,1.08,2.97,6.99,5.85,12.55,-1.01,-0.57,-1.17,28,119,28,-4.2,-10.01,2.2,57,21,57,-15.66,-14.23,-18.78,321,132,23,-22.66,-15.61,-19.93,318,141,141,-22.88,-16.62,-20.33,48,57,119,-24.49,-16.64,-21.77,119,28,34,-26.43,-18.95,-23.71,350,24,299,-26.83,-25.54,-24.5,23,299,350,-26.99,-26.48,-26.29,5
1.53,1.16,3.06,7.36,6.31,13.06,-0.86,-0.56,-1.16,28,119,28,-4.19,-9.83,2.67,57,57,57,-15.84,-12.84,-15.34,38,28,141,-21.07,-14.58,-23.05,318,148,52,-23.46,-20.05,-23.56,328,141,148,-26.1,-20.6,-23.75,337,49,119,-26.34,-21.15,-23.9,119,35,43,-26.34,-21.56,-25.29,347,129,129,-26.57,-22.25,-25.74,5
1.58,1.19,3.37,7.03,6.33,12.5,-1.05,-0.55,-1.32,28,119,28,-3.78,-10.13,3.5,57,129,57,-16.41,-16.45,-18.2,318,135,119,-22.83,-17.39,-21.98,119,57,36,-24.76,-17.98,-22.6,35,35,148,-25.89,-19.79,-22.91,21,148,47,-26.43,-20.21,-24.58,263,44,135,-26.68,-20.81,-24.88,328,141,141,-28.27,-21.12,-25.69,5
0.73,1.12,2.98,6.08,6.73,12.36,0.83,-0.37,-1.26,318,119,28,-3.93,-10.38,2.61,119,57,57,-8.38,-14.1,-16.38,325,143,119,-11.37,-19.14,-22.87,290,22,299,-12.77,-19.41,-23.17,350,28,143,-14.52,-19.77,-24.44,336,147,21,-15.06,-22.06,-25.7,328,133,148,-15.11,-23.33,-26.7,345,131,385,-15.49,-23.62,-26.86,5
0.76,1.3,2.98,5.28,6.86,13.41,0.08,-0.57,-1.15,318,119,28,-3.95,-7.83,2.22,118,57,57,-9.39,-14.78,-15.81,294,28,119,-10.83,-16.6,-21.19,347,131,143,-11.16,-18.08,-22.16,345,137,53,-11.3,-18.58,-22.98,351,21,357,-11.32,-18.86,-23.89,290,143,21,-13.31,-19.1,-23.94,332,133,137,-14.18,-23.92,-23.97,5
1.66,1.23,3.26,7.09,6.79,13.67,-1.05,-0.4,-1.18,28,119,28,-3.3,-9.79,2.68,57,133,57,-16.46,-15.18,-15.56,318,57,148,-22.84,-15.86,-21.68,321,129,118,-22.91,-16.52,-22.43,345,22,47,-24.02,-16.79,-24,21,148,414,-24.06,-18.21,-24.46,328,28,328,-24.71,-19.84,-24.81,47,144,141,-26.35,-22.03,-25.05,5
1.65,1.13,2.86,8.19,6.2,11.63,-0.79,-0.54,-1.21,28,119,28,-4.19,-9.09,1.99,57,57,57,-14.72,-15.94,-14.07,22,140,21,-21.4,-18.02,-21.08,320,21,119,-23.39,-18.96,-22,119,144,141,-23.82,-19.64,-22.97,345,129,34,-25.07,-19.68,-25.33,292,28,42,-25.42,-21.58,-25.53,38,32,299,-25.48,-25.96,-25.93,5
0.74,1.12,3.03,5.23,5.88,15.23,0.1,-0.38,-1.02,318,119,28,-4.45,-10.06,2.65,321,21,57,-8.47,-12.31,-19.99,118,133,21,-9.19,-14.62,-21.81,345,57,119,-10.89,-18.21,-22.13,326,28,148,-11.24,-19.49,-23.63,292,141,24,-12.01,-21.51,-24.42,350,148,133,-12.91,-22.06,-24.58,330,124,405,-13.02,-24.34,-24.69,5
0.73,1.16,2.82,4.96,6.27,11.31,0.34,-0.45,-1.23,318,119,28,-6.14,-9.74,1.76,321,57,57,-7.01,-16.52,-15.85,350,132,23,-11.25,-18.73,-20.71,328,28,148,-12.65,-19.6,-23.82,292,141,39,-12.81,-20.37,-24.24,336,127,119,-13.35,-20.51,-24.86,144,21,141,-14.64,-22.23,-25.03,114,148,402,-14.81,-22.79,-25.11,5
1.51,1.24,2.95,6.7,6.93,11.87,-1.05,-0.52,-1.24,28,119,28,-4.1,-8.87,2.23,57,21,57,-16.02,-13.84,-15.85,318,57,119,-20.19,-14.57,-21.04,322,132,23,-20.94,-14.71,-22.67,119,30,328,-25.1,-18.82,-23.61,351,141,132,-25.14,-19.27,-23.85,287,148,141,-26.87,-22.42,-24.44,345,86,402,-28.08,-24.12,-25.58,5
0.67,1.1,2.95,4.22,5.95,12.42,0.13,-0.55,-1.19,318,119,28,-4.43,-10.37,1.87,119,57,57,-10.92,-14.64,-15,322,21,21,-11.19,-15.65,-18.79,345,141,141,-11.52,-16.6,-21.8,144,28,119,-12.54,-17.26,-23.35,357,128,402,-13.5,-20.46,-24.34,261,114,299,-13.56,-21.92,-25.2,351,148,145,-14.71,-23.06,-25.44,5
0.74,1.07,3.06,4.59,5.58,11.51,-0.23,-0.71,-1.31,318,119,28,-4.61,-9.41,2.6,119,57,57,-9.38,-16.32,-15.2,322,28,119,-9.43,-19.12,-23.03,292,21,299,-9.58,-19.25,-23.6,329,129,406,-9.97,-20.12,-25.6,347,144,350,-10.05,-20.13,-26.26,290,139,379,-11.63,-22.91,-26.8,336,350,385,-13.55,-23.94,-27.65,5
0.74,1.29,2.89,4.94,6.64,11.81,0,-0.6,-1.16,318,119,28,-5.81,-8.75,1.88,119,132,57,-8.3,-13.32,-15.36,322,57,119,-8.54,-16.52,-21.89,350,137,132,-12.07,-20.09,-21.9,145,28,47,-12.79,-20.43,-23.92,345,143,141,-13.2,-20.83,-24.01,328,21,148,-13.38,-20.88,-24.61,105,23,21,-14.96,-24.16,-25.41,5
0.72,0.97,3.18,4.23,5.18,12.23,-0.14,-0.34,-1.3,318,119,28,-3.78,-11.04,2.82,119,21,57,-11.49,-13.34,-17.86,351,141,141,-12.85,-17.69,-21.63,290,57,145,-12.91,-19.01,-23.55,345,28,119,-13.17,-20.76,-24.29,337,128,405,-13.54,-21.86,-24.81,145,145,299,-13.62,-23.73,-25.3,385,148,47,-14.74,-24.86,-25.65,5
1.6,1.31,3.12,8.43,7.79,13.57,-0.93,-0.22,-1.22,28,119,28,-3.85,-8.55,2.51,57,131,57,-15.91,-15.2,-19.62,318,140,141,-21.95,-17.12,-21.36,119,57,119,-24.2,-17.44,-21.86,345,21,131,-25.51,-17.99,-23.1,332,28,39,-26.98,-19.2,-24.82,287,145,287,-28.59,-22.51,-26.68,292,53,345,-28.86,-23.31,-26.83,5
1.66,1.1,3.06,8,6.39,13.56,-0.9,-0.3,-1.12,28,119,28,-3.3,-9.5,2.53,57,57,57,-16.27,-14.97,-14.55,318,131,119,-21.45,-18.13,-21.69,119,28,405,-26.13,-19.74,-23.87,325,22,52,-26.2,-20.11,-24.81,347,137,141,-26.95,-21.25,-25.08,44,141,328,-27.28,-21.59,-25.98,38,123,349,-27.65,-23.93,-26.48,5
0.7,1.14,2.97,4.25,6.42,11.62,-0.23,-0.45,-1.24,318,119,28,-5.8,-9.97,2.23,343,28,57,-9.95,-15.37,-16.95,322,57,143,-10.45,-16.88,-20.64,351,131,24,-11.69,-17.12,-21.14,119,141,52,-11.89,-17.96,-23.04,287,137,21,-12.88,-19.14,-23.06,357,22,119,-13.39,-20.11,-23.54,292,148,328,-13.96,-22.98,-25,5
0.71,1.21,3.03,4.63,6.38,11.61,0,-0.66,-1.3,318,119,28,-6.01,-8.42,2.62,321,131,57,-10.51,-15.99,-16.68,347,57,119,-11.9,-16.68,-21.29,337,141,140,-12.06,-18.76,-24.61,328,148,357,-12.41,-22.79,-24.97,325,28,148,-13.18,-24.35,-25.05,119,114,131,-13.22,-24.67,-25.12,101,52,52,-15.03,-24.82,-25.22,5
1.45,1.06,2.92,6.37,6.19,12.03,-1.05,-0.27,-1.22,28,119,28,-4.36,-11.01,2.36,57,57,57,-15.8,-14.75,-14.9,318,141,141,-23.29,-16.12,-20.27,22,21,21,-24.57,-16.22,-21.35,321,135,299,-24.91,-17.46,-23.56,328,147,147,-25.16,-21.49,-24.84,47,28,328,-27.2,-22.52,-25.66,119,52,40,-27.24,-23.77,-25.68,5
1.52,1.15,2.89,7.8,6.43,11.96,-0.86,-0.51,-1.26,28,119,28,-4.28,-9.47,2.07,57,57,57,-17.21,-16.16,-16.14,318,28,23,-21.58,-17.76,-18.69,119,143,119,-25.16,-17.99,-22.05,39,133,141,-25.83,-18.53,-22.38,22,22,299,-26.28,-19.72,-24.08,305,131,405,-27.42,-20.14,-26.59,292,318,318,-28.08,-24.35,-28.51,5
0.72,1.06,2.92,4.34,6.96,11.64,-0.15,-0.17,-1.26,318,119,28,-5.05,-10.23,2.08,322,141,57,-8.27,-15.81,-14.29,118,57,141,-8.42,-16.5,-19.49,347,21,22,-11.87,-16.78,-22.47,328,28,328,-12.12,-17.42,-24.24,292,131,119,-12.93,-21.51,-24.64,351,133,299,-14.03,-22.77,-24.93,342,61,385,-14.88,-23.43,-25.13,5
0.74,1.22,2.98,4.46,7.42,12.55,-0.19,-0.38,-1.26,318,119,28,-5.6,-10.57,2.35,321,57,57,-5.66,-13.78,-15.62,351,131,131,-11.61,-14.72,-22.23,292,136,405,-11.82,-17.58,-22.79,345,28,141,-12.55,-19.41,-22.89,119,141,119,-13.47,-20.4,-23.25,287,22,299,-14.27,-20.53,-24.15,326,127,86,-14.29,-23.56,-24.78,5
0.76,1.27,0.93,4.69,6.09,6.04,0.09,-0.69,0.07,318,119,406,-3.56,-7.35,-6.27,347,22,119,-8.07,-15.88,-7.89,119,133,414,-9.47,-18.27,-8.18,292,57,143,-11.69,-18.44,-8.78,357,139,385,-14.05,-18.45,-8.9,406,28,357,-14.57,-20.83,-10.65,339,148,110,-14.75,-20.98,-10.71,328,127,328,-14.92,-22.59,-11.47,5
0.77,1.07,2.95,6.32,5.34,12.87,0.93,-0.51,-1.16,318,119,28,-5.1,-10.39,2.05,328,57,57,-8.38,-14.73,-15.42,345,22,145,-10.89,-19.4,-20.48,291,28,119,-11.01,-19.77,-22.54,118,140,299,-11.11,-21.32,-22.7,350,129,51,-11.43,-22.75,-24.32,287,144,416,-13.6,-23.76,-24.41,102,148,21,-14.49,-24.11,-24.53,5
0.72,1.23,3,5,7.11,13.37,0.15,-0.29,-1.2,318,119,28,-5.71,-9.44,2.13,119,21,57,-8.78,-12.91,-15.79,347,129,139,-9.55,-13.89,-20.34,328,139,23,-9.55,-14.93,-20.75,351,57,52,-10.46,-18.11,-21.42,316,28,119,-10.98,-21.08,-22.2,287,145,129,-12.44,-21.27,-23.65,292,52,147,-14.04,-22.63,-24.5,5
1.51,1.04,2.94,6.46,6.33,12.21,-1.08,-0.32,-1.23,28,119,28,-4.1,-10.8,2.22,57,57,57,-15.53,-15.93,-16.49,318,22,119,-20.94,-17.36,-24.25,345,129,86,-24.6,-18.39,-24.45,119,133,300,-25.48,-18.63,-24.54,40,28,400,-27.77,-22.39,-25.13,287,141,145,-28.01,-22.76,-25.28,347,114,133,-28.47,-25.35,-26.47,5
1.51,1.05,3,7.71,5.89,13.6,-0.93,-0.47,-1.15,28,119,28,-4.22,-10.34,2.26,57,57,57,-17.1,-15.3,-14.29,318,141,23,-20.43,-17.62,-15,48,129,141,-22.13,-18.57,-22.53,21,133,119,-24.64,-18.6,-23.12,342,28,45,-25.7,-20.96,-23.74,350,21,36,-25.86,-21.39,-24.1,119,23,405,-26.27,-22.06,-25.09,5
0.74,1.23,3.14,5.47,7.32,13.28,0.59,-0.46,-1.21,318,119,28,-5.59,-8.93,2.27,321,21,57,-7.25,-14.57,-15.09,347,57,32,-9.07,-14.87,-19.64,294,23,119,-10.6,-18.13,-22.43,119,139,53,-11.29,-18.75,-23.58,357,143,299,-12.29,-18.86,-24.23,333,133,141,-13.25,-20.27,-24.34,145,31,385,-15.1,-22.96,-26.55,5
0.72,1.18,3.11,4.58,6.1,12.02,-0.1,-0.51,-1.24,318,119,28,-6.26,-9.57,2.84,321,57,57,-8.4,-14.57,-15.26,326,133,299,-10.17,-16.74,-22.33,351,136,119,-10.34,-17.7,-22.37,118,28,32,-11.52,-18.39,-23.45,294,141,133,-13.03,-21.11,-24.05,333,129,148,-13.52,-21.56,-25.19,337,148,141,-14.33,-22.83,-25.69,5
1.52,1.16,3.22,6.06,6,13.71,-1.11,-0.42,-1.21,28,119,28,-3.96,-9.28,2.9,57,57,57,-14.48,-13.71,-14.55,318,132,21,-21.66,-16.11,-16.82,321,21,24,-23.65,-18.79,-21.25,119,28,299,-24.26,-18.99,-22.31,292,51,119,-24.28,-23.98,-22.4,328,143,294,-26.37,-24.41,-24.19,52,137,132,-26.78,-25.92,-24.44,5
0.71,1.17,2.95,4.78,6.23,11.89,0.24,-0.45,-1.25,318,119,28,-4.51,-9.53,2.31,347,57,57,-8.86,-16.32,-16.08,292,22,119,-9.7,-16.72,-22.14,290,145,143,-10.64,-18.88,-22.74,119,133,405,-10.89,-18.91,-23.52,328,28,35,-11.15,-19.44,-23.91,351,139,147,-14.23,-22.24,-24.44,357,128,299,-14.62,-22.28,-24.94,5
1.54,1.04,3.15,6.7,5.76,12.2,-1.13,-0.42,-1.27,28,119,28,-3.81,-10.68,2.89,57,22,57,-16.23,-10.95,-16.89,318,57,47,-21.79,-15.74,-22.28,321,131,299,-21.82,-18.05,-23.98,119,143,119,-25.45,-19.58,-24.69,345,28,141,-27.28,-20.67,-25.09,350,137,385,-27.51,-22.27,-26.37,47,47,35,-27.74,-24.59,-26.43,5
1.55,1.32,2.97,6.83,7.82,12.56,-1.05,-0.35,-1.22,28,119,28,-4.18,-8.52,2.11,57,28,57,-16.01,-14.71,-16.1,119,131,21,-23.17,-15.45,-17.22,321,57,118,-24.26,-15.74,-21.87,316,139,141,-24.98,-18.4,-23.01,325,141,52,-25.01,-18.53,-23.3,287,23,299,-26.88,-22.24,-24.52,354,69,131,-28.73,-23.4,-24.74,5
1.49,1.07,3,6.38,5.34,11.34,-1,-0.54,-1.25,28,119,28,-4.25,-9.73,2.45,57,57,57,-15.32,-15.03,-15.2,318,28,21,-21.99,-19.21,-20.72,321,131,23,-23.25,-20,-21.13,345,141,119,-24.81,-20.85,-23.15,119,128,47,-25.7,-23.05,-23.25,287,148,328,-26.52,-23.29,-23.55,47,299,32,-27.35,-25.02,-24.4,5
1.5,1.26,3.01,6.33,6.94,11.41,-0.99,-0.25,-1.27,28,119,28,-4.3,-8.66,2.47,57,133,57,-15.57,-13.15,-16.38,321,28,141,-23.47,-14.81,-18.87,119,21,119,-23.89,-14.9,-21.73,292,141,328,-23.98,-15.05,-23.78,351,57,133,-26.11,-16.01,-23.79,21,129,53,-26.63,-17.78,-24.29,38,147,129,-26.81,-25.13,-25.23,5
0.8,1.15,3.21,5.18,6.77,13.14,0.36,-0.4,-1.25,322,119,28,-4.51,-10.07,3.1,318,133,57,-4.89,-15.85,-17.05,351,57,23,-9.43,-15.9,-21.4,294,21,118,-12.12,-17.31,-24.55,290,145,139,-12.4,-18.24,-24.62,119,139,300,-13.17,-19.87,-24.73,328,127,406,-15.42,-22.46,-24.87,105,28,40,-16.55,-22.93,-24.88,5
0.69,1.09,2.84,4.53,6.64,11.82,-0.07,-0.25,-1.21,318,119,28,-6.36,-9.67,1.67,321,57,57,-10.12,-16.47,-16.6,119,131,24,-11.58,-16.49,-20.82,347,28,119,-13.22,-17.28,-23.44,328,143,131,-13.43,-20.51,-24.63,132,147,299,-13.98,-21.88,-24.86,345,136,148,-14.22,-23.93,-24.95,351,139,143,-14.51,-24.14,-24.98,5
0.71,1.24,3.18,5.32,6.72,11.72,0.69,-0.57,-1.27,318,119,28,-5.77,-8.17,2.93,345,21,57,-9.07,-11.01,-15.39,119,57,119,-9.92,-14.87,-19.71,347,135,140,-11.57,-19.49,-23.88,350,139,35,-11.93,-20.09,-24.08,292,28,328,-13.6,-20.93,-25.18,336,144,86,-14.29,-21.39,-25.98,286,318,357,-14.85,-25.38,-26.25,5
0.71,1.07,2.92,3.97,5.69,12.4,-0.18,-0.5,-1.18,318,119,28,-5.11,-10.22,2.18,345,57,57,-9.84,-15.59,-14.83,119,139,119,-11.05,-17.76,-23,350,28,23,-11.06,-18.27,-23.21,328,22,328,-14.45,-21.34,-23.64,287,145,404,-14.87,-23.18,-25.05,140,318,385,-14.94,-26.48,-25.61,290,299,139,-15.23,-26.65,-25.89,5
1.53,1.16,3.03,8.22,6.67,11.9,-0.88,-0.46,-1.26,28,119,28,-3.8,-9.48,2.68,57,57,57,-16.8,-15.27,-16.59,21,135,55,-21.68,-16.66,-20.49,318,21,86,-22.5,-18.33,-22.93,321,145,299,-22.81,-20.17,-23.38,118,28,119,-24.99,-21.75,-24.33,346,131,141,-25.57,-21.86,-25.81,315,55,135,-26.97,-23.02,-26.64,5
1.52,1.18,3.05,6.39,7,13.53,-1.05,-0.42,-1.11,28,119,28,-4.01,-10.11,2.42,57,21,57,-15.1,-13.73,-14.46,328,57,118,-24.63,-13.74,-21.99,118,28,139,-24.92,-16.69,-23.13,315,139,52,-25.46,-17.67,-23.21,47,132,147,-25.7,-18.35,-24.48,318,147,39,-25.79,-20.56,-24.67,36,52,328,-27.32,-22,-25.37,5
0.7,1.13,2.99,4.23,6.55,12.78,0.01,-0.2,-1.18,318,119,28,-6.4,-10.8,2.42,321,132,57,-9.72,-13.36,-15.91,325,141,143,-10.73,-17.3,-22.23,336,57,22,-11.47,-17.8,-22.28,119,21,118,-11.52,-18.22,-22.36,347,28,34,-11.74,-18.34,-22.66,343,23,132,-12.19,-22.07,-22.76,329,148,299,-13.89,-23.64,-26.33,5
1.61,1.18,3.25,6.99,6.11,12.93,-1.05,-0.62,-1.27,28,119,28,-3.39,-8.52,3.02,57,145,57,-15.66,-16.9,-17.75,318,57,145,-21.12,-18.24,-20.02,119,21,119,-22.76,-18.55,-20.49,321,132,405,-22.77,-20.95,-25.96,345,140,299,-26.49,-22.76,-26.52,350,40,35,-26.6,-23.52,-26.94,287,135,350,-26.91,-23.67,-27.18,5
1.54,1.25,2.82,7.06,9.08,12.77,-0.98,0.04,-1.15,28,119,28,-3.87,-9.26,1.98,57,132,57,-16.74,-13.84,-17.44,318,57,132,-21.19,-17.03,-22.7,321,28,119,-23.8,-17.66,-23.25,119,23,299,-24.13,-17.79,-24.14,23,141,385,-24.19,-19.22,-24.37,347,123,141,-24.92,-23.57,-24.85,328,87,48,-25.09,-24.07,-25.2,5
1.5,1.13,2.88,7.73,5.87,11.86,-0.9,-0.6,-1.26,28,119,28,-4.43,-9.21,2.28,57,28,57,-16.69,-16.41,-18.31,34,57,21,-24.06,-16.56,-19.2,119,135,118,-24.55,-17.2,-24.28,43,23,402,-26.29,-19.37,-26.74,318,144,136,-26.46,-20.89,-27.09,357,357,299,-26.81,-27.12,-27.46,312,87,374,-27.09,-27.61,-27.5,5
0.79,1.1,2.88,4.81,6.02,11.44,-0.22,-0.4,-1.23,318,119,28,-3.93,-9.17,2.09,347,141,57,-11.26,-16.71,-15.64,290,57,118,-12.41,-16.74,-21.7,118,131,141,-12.43,-17.1,-22.17,351,135,24,-13.07,-18.94,-23.76,339,28,299,-13.56,-21.19,-24.99,292,145,86,-13.84,-24.01,-25.57,328,23,328,-13.86,-24.04,-25.75,5
1.55,1.01,3.18,7.06,5.42,12.85,-1.09,-0.51,-1.29,28,119,28,-4.07,-11.14,2.7,57,22,57,-15.8,-17.14,-16.87,318,57,23,-21.45,-17.93,-17.64,321,28,119,-25.84,-18.79,-24.55,347,132,143,-26.23,-19.56,-24.64,328,143,36,-26.47,-20.15,-25.74,119,137,299,-26.57,-21.68,-25.86,324,135,52,-28.99,-21.68,-25.91,5
1.48,1.19,2.99,6.22,6.48,10.99,-1.14,-0.42,-1.32,28,119,28,-4.16,-8.01,2.59,57,57,57,-16.8,-14.85,-15.81,321,131,119,-23.6,-19.18,-20.77,119,148,299,-23.78,-20.15,-24.4,318,28,144,-23.88,-20.65,-24.61,347,144,148,-27.34,-22.18,-25.01,21,140,385,-28.63,-23.59,-25.18,43,23,86,-29.26,-26.66,-25.29,5
1.5,1.28,2.93,6.73,6.63,11.7,-0.98,-0.35,-1.18,28,119,28,-4.38,-9.03,1.5,57,131,57,-15.76,-11.75,-16.1,318,57,144,-21.03,-15.21,-20.52,119,28,119,-24.46,-16.88,-21.13,350,144,131,-25.43,-17.64,-21.33,131,23,328,-25.65,-19.78,-23.96,47,135,49,-26.14,-21.33,-24.56,305,148,299,-26.45,-22.56,-26.49,5
0.66,1.15,3.25,4.14,7.32,12.63,-0.03,-0.32,-1.31,318,119,28,-6.72,-9.93,3.03,321,57,57,-8.57,-15.39,-16.06,119,21,21,-9.33,-16.14,-21.29,345,132,119,-12.95,-16.38,-22,350,28,299,-12.99,-17.12,-22.43,292,139,139,-13.15,-17.91,-22.97,357,144,405,-13.65,-18.83,-24.45,287,47,401,-13.91,-24.71,-24.68,5
0.73,1.17,3.22,4.5,6.26,12.39,0.08,-0.52,-1.23,318,119,28,-6.51,-8.94,2.86,321,22,57,-8.99,-10.07,-15.77,342,57,118,-9.67,-15.76,-21.26,119,131,39,-10.66,-18.67,-22.96,328,28,144,-11,-20.37,-24.53,351,143,357,-12.41,-23.18,-24.84,292,137,86,-14.74,-24.56,-25.16,307,126,292,-14.8,-24.89,-25.57,5
1.55,0.98,3.05,7.48,5.91,13.7,-0.85,-0.08,-1.15,28,13,28,-4.55,-12.38,2.1,57,119,57,-16.08,-12.78,-13.36,318,132,300,-22.6,-14.19,-22.34,24,57,51,-22.63,-15.31,-22.38,34,28,118,-24.62,-17.66,-23.6,296,145,132,-24.7,-20.23,-24.5,321,141,86,-25.17,-21.45,-24.87,347,107,141,-25.79,-22.07,-25.04,5
0.74,1.17,3.03,4.74,6.22,12.38,-0.03,-0.58,-1.22,318,119,28,-6.21,-9.24,2.45,321,141,57,-8.19,-18.64,-20.51,292,132,141,-11.43,-18.93,-21.35,343,136,24,-12.21,-19.18,-21.62,347,28,21,-12.81,-19.25,-22.62,350,147,119,-13.59,-19.71,-22.88,119,21,148,-13.7,-19.76,-25.12,328,57,44,-14.09,-21.11,-25.19,5
1.59,1.15,2.96,7.87,6.64,12.06,-0.94,-0.45,-1.19,28,119,28,-4.07,-9.12,2.05,57,133,57,-14.62,-17.52,-16.95,318,28,141,-22.41,-17.96,-20.49,119,141,119,-24.24,-18.24,-21.1,350,57,51,-25.33,-18.89,-25.09,321,148,405,-25.92,-21.97,-25.21,326,23,300,-26,-24.17,-25.64,324,350,86,-27.29,-26.72,-27.18,5
0.74,1.1,3.08,4.35,6.52,12.44,0.06,-0.41,-1.28,318,119,28,-3.88,-9.53,2.79,119,21,57,-7.69,-14.84,-16.15,346,57,52,-10.41,-17.24,-21.22,351,52,405,-10.89,-21.1,-23.91,133,133,119,-13,-21.21,-24.03,290,28,145,-13.06,-21.45,-24.26,325,139,299,-13.88,-21.46,-24.31,292,145,139,-15.06,-21.61,-25.2,5
